Yorum,Etiket
Kaptım yine indirimden harika,1
Çok güzel tek seferde bile etkili,1
Stoklayacağım çok güzel,1
her zaman kullandığım maskara indirime girdikçe stokluyorum🤩🤩💗,1
O kadar mukemmel bir maskara anlatamam stok yapıyorum zaten indirimdeyken kacırmak istemedim,1
güzel,1
Aşırı güzel bi stoklamalı,1
harikaaa stok yaptim fiyat artmadan,1
Çok beğendim gerçekten mükemmel indirime girdikçe stokluyorum,1
"çok güzel mascara , hep stokluyorum",1
TEK KELİMEYLE HARİKAAAA STOK YAPTIMM,1
vazgeçilmezim oldun sen bir numaramsın,1
çok güzel stokladım.,1
Bayılıyorum buna insirimdeylen stok için aldım,1
Fiyat artmadan stoklayın,1
cok guzel askolar alin aldirin stok yapin kirpik kiviricisi kullanmayi unutmayin,1
O kadar güzel bir maskara ki indirime girdiğinde stok yapılması lazım. Kullanmadığım hiçbir marka kalmadı en en en iyisi bu.,1
"Sürekli stok yaptığım bi ürün, müthiş güzel",1
Sürekli alıp kullandığım bir rimel zaten indirimde kaptım stokladım şiddetle tavsiye ediyorum,1
İndirimde stok yapmak için aldım,1
Vazgeçemediğim tek maskara. İndirimdeyken stoklamak lazım,1
stok yapmalik urun,1
asla akmiyo iyiki almisim dedim tekrar stok yapicam alin aldirin mükemmellll otesi asla pişman olmazsiniz,1
stoklanması gereken bir ürün ben kaçıncıyı kullandım bilmiyorum en güzeli bu bence,1
Muhteşem gösterişli kirpikler hem uzun hem dolgun duruyor bayıldım stok yapacağım,1
mükemmel stok yapicam,1
Stok yapmak için sık sık alıyorum çok güzel,1
surekli kullandığım bir ürün indirime girdikçe stoklanmali başarılı,1
Ürün cok güzel bittikce stokluyorum,1
"Artık stok yapacağım bir ürün, çok çok iyi",1
bayadır bayılarak kullanıyorum zaten bitmeye doğru stok yaptım,1
"Severek kullandığım tam bir fiyat performans ürünü, indirimde stok yapacağım",1
En sevdiyim maskara bitmeden stokluyorum,1
@kivircikhemsirenin tavsiyesiyle aldım iyikide almışım superrr,1
Harikaaaa bir ürün kesinlikle stoklayacağım,1
Biraz kullanıp öyle yorum yapmak istedim gerçekten çok beğendim kirpikleriniz gün içinde nasıl rimel sürdüyseniz öyle kalıyor rimelle uyuyup uyanın hatta bir gram dökülme yok asla olduğu gibi duruyo. Ve gerçekten bütün kirpikleri yakalayıp uzatıyo favori rimelim oldu 4 tane stokladım bile😍♥️vazgeçilmezim,1
kullandığım en iyi masgara indirime girdikçe stokk yapacam,1
Hayatımda kullandığım en etkili en güzel maskara stok yapıp almaya devam edeceğim bir ürün,1
tabiki mükemmel bir maskara stok yapılmalık,1
indirimde aldım çok memnunum stoklanması gerekn bi maskara,1
İndirimden aldım stoklanmalı,1
Harika bir ürün indirimde yakaladım,1
GÜZEL,1
Sürekli kullandığım tek maskara. Sık sık alıp stok yapıyorum.,1
sürekli kullaniyorum stok stok yapmak için aldım,1
zaten kullanıyordum indirime girince stok yaptım teşekkür ederim,1
uzun zamandır alsammı derken aldım ve iyi ki almışım alın aldırın Stok Stok Stok...,1
En sevdiğim maskaraaa stok yapıyorum,1
Tükendikçe stokluyorum kirpikleri upuzun yapıyor fırçası mükemmel fav ürünüm🫶🏻,1
Efsane bir rimel. Stokladım tabiki. Gönül rahatlığıyla alın aldırın,1
mükemmel uzun ve gür görünen kirpikler için ideal bir maskara indirimdeyken çok uyguna aldım,1
Tek kelime ile 10/10,1
"Kesinlikle aynı ürünün siyah olanından çok daha güzel, stokluyorum indirme girdikçe",1
Şimdilik daha iyisi gelene kadar en sevdiğim maskaram indirimde oldukça stok yapmaya çalışıyorum. 🥰,1
"Maskara muhteşem, favorim, indirimi takip edip stoklayacağım , alın aldırın :)",1
Çok seviyorum indirime düşmüşken stok için aldım,1
Hep kullamiyordum indirime gordigini gorjnce aldim,1
mükemmel bir ürün indirimde stoklu alıyorum,1
ürünü çok severek kullanıyorum indirimde gördükçe stokluyorum,1
stok yaptım resmen uzatıyo ve hacim veriyo,1
çok güzel stoklanir,1
İndirime girdikçe alıyorum. Çok memnunum.,1
En sevdiğim rimel indirime girdikçe stokluyorum,1
stoklama yaptim,1
Ürün sorunsuz bir şekilde 2 günde geldi. Bugüne kadar bunu almayarak büyük bir hata yapmışım. Kirpiklerim kısa ve düz olmasına rağmen kocaman bir etki yarattı ve kirpiklerimi tek tek ayırdı. Tekrar indirimde yakaladığım zaman stok yapcam. Fırsatınız varken şüphesiz hemen alın🤍🤍,1
Efsane indirimdeyken stok yapın,1
Çok güzel tam istediğim gibi stoklanması gereken bi ürün tavsiye ederim bu fiyata kaçırmayın derim,1
O kadar çok etkili ki stok yapıyorum tek favorim,1
tek kelimeyle muhteşem alın aldırın hatta stok yapalım :),1
Ürün mükemmellll stokladım,1
iyi,1
Kardeşimin ısrarı üzerine aldım gerçekten çok güzel bir maskara stok yapmayı düşünüyorum,1
Bunlar benm favori maskaralarm fiyatı ne zaman düşse ilk stokladğm ürünlerden çok beğeniyorum..,1
indirimde olduğunda stok yapıyorum mükemmel,1
indirimdeyken stok yapılması gereken bir ürün parasını sonuna kadar hak ediyor,1
İndirime girdikçe stok yapılmalı. Bence süper ötesi,1
Bu 2. alısim indirime girdikçe stokluyorum harikaaa,1
pinarozturkk1993 sayesinde tanıştım çok beğendim kesinlikle stoklanacak bir ürün herkse tavsiye ederim ...,1
müko,1
Denemek için almıştım ama aşırı memnun kaldığım için bir tane bitmeden stokladığım daha da stoklayacağım ürün listesine girdi. Benim kirpiklerim uzun ve kıvrık ince ince topaklanmadan 2 kat sürebiliyorum. Düz kirpikliysenizde kıvırıcı sonrası sürmenizi tavsiye ederim arkadaşımda öyle denemiştik memnun kalırsınız,1
mükemmel stok yaptim,1
Aşık olundu alın aldırın,1
acayip iyi alin aldirin,1
çok iyi bedeninizi alin,1
Mükemmel bir ürün olmayan kirpiklerimi bile upuzun yaptı stok yapacağım tek ürün,1
Ürün gerçekten 5 yıldızı hak ediyor.,1
Bi efsane tek tek ayırıyor resmen bayıldım iki tane aldım stok yapılabilecek bir ürün,1
Gercekten harika,1
bittikçe aldigim bir rimel. kirpikleri açarak uzatıyor.,1
orjinal gelmeei iade ile ugrasmamak için kullanıyorum,0
Bugun geldi actım ürünü açmamla bu manzarayla karşılastım ürün asla orjinal degl ! Bendeki biten ürünümle karşılastırdım dış kabı bile alakasız . Ellerim hep boya oldu . Kutusuz bir şekilde geldi birde ! İade,0
ürün orijinal değil keşke almasaydim bu satıcıdan dikkat edin satıcıya orijinal gelmedi bana,0
orjinal ürün gelmiyor,0
Tam bir hayal kırıklığı çok istediğim bir üründü ama satıcadan dolayı ürün bitmiş kuru bir şekilde geldi değişim için gönderdim umarım yenisi düzgün bir şekilde gelir o zaman yorum güncellemesi yaparım… Satıcıya dikkat edin.,0
ürün sahte geliyor arkadaşlar almayın,0
"Ürün gözlerime hiç iyi gelmedi, kullanımdan sonra arpacık çıktı her iki gözümde de",0
Ürünün bandı kesilmişti çok saçma,0
Ürün orijinal değildi.,0
ürün orijinal değil ayrıca gelince güvenlik bandı açıktı orijinal ürünle karşılaştırdım yazılar renk fırça kalınlığı çok farklı yoğunluktan iadeyle uğraşamadım ama kullananadım da,0
Bandrol u açılmıs urun iade,0
Ürünü lorealden almama rağmen aldıktan sonra satıcısı değişti ge bilmediğim bir satıcı devraldı bana teslim edilen ürün ise aska orijinal değil öncedende kullandığım bir üründü arada çok fark var paketlemeleri bile alakasız geldi,0
urun orjinal degil kapagi acik geldi koruma bandi yok iade,0
sahte ürün,0
Güncelleme kirpiklerde dökülme yapıyor sakın almayın,0
orijinal ürün göndermemişsiniz ürünü iade etmek istiyorum. içi kuru ve topaklanmış,0
dünyanın en kuru maskarası ve kirpik döküyor 😐??,0
Ürünü elime aldığımda hafif olduğunu fark ettim. Açıkçası orijinal mi çakma mı diye tereddüte düştüm ne yazık ki. Keşke L’Oreal satıcısından alsaymışım,0
diger ucuz ürünlerden farkı yok gibi geldi. yoğun degil zaten hafiflik veriyor ama yine de güzel,0
Bence orginal değil almayın,0
beklentıyı cok yuksek tutmayın,0
akıyo simsiyah oluyo göz altım,0
Sanırım bana boş yada içi kurumuş bir ürün göndermişler bir kaç kullanımda bitti,0
yorumlar kesinlikle abartı,0
ürün sahte,0
Harika bir ürün ✨,0
Yıllardır kullandığım bir ürün olduğu için farkı çok rahat anlayabildim. Ürün kesinlikle ve kesinlikle sahte. Kanmayın arkadaşlar,0
pahalıㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,0
Süper bir maskara kirpikleri uzatıyor çok başarılı,0
"Tamamen influencer avartması bi maskara. 10 dakika sonra kirpikler hacmini kaybediyor ve maskara pul pul dökülüp bütün gözaltına yapışıyor. Yerine Maybelline New York sky high alın,her kuruşuna değer.",0
Güzel beğenerek kullanıyorum,0
Satıcı iyiydi fakat rimel tam bir fiyasko.,0
Teşekkürler ...,0
"yıllardır la roche güneş kremi kullanıyorum, tüpte olanı daha kıvamlıydı pna rağmen yapışık yapmazdı. bu ondan da iyi nasıl olabilir anlamıyorum kesinlikle fiyatını hak ediyor. özellikle benim gibi akne problemi yaşıyorsanız hiç düşünmeden alın. süt kıvamında olduğu için sürdükten 3 saniye sonra varlığını unutuyorsunuz. sadece ben dökülme prensibin",0
Harikaaaa,0
mükemmel paketleme zaten sürekli aldığım ürün,0
❌❌❌❌❌❌❌❌❌❌❌❌❌❌❌,0
Çok güzel bir ürün,0
Fiyatlar çok yüksek.,0
Güzel bir maskara 👍,0
ürün elime ulaştı. Paketleme cok özensiz ayrıca herkese hediye gönderilmiş bende küçük bı hediye beklerdim,0
daha önce kullanmıştım bu seferde 4 tane aldım çık güzel tel tel yapiyor,0
En iyi maskara 👍👍👍🌸,0
Paketleme kargo çok güzel ancak ürün şçin öok bekletiye girmemek gerek,0
mmmmmsevmedimmmmm,0
Senelerdir vazgeçilmezim 😍,0
güzel kirpikleriniz varsa güzel,0
kampana döneminde büyük firsat olarak 82 ye aldim kampanya bitti 79 olmus.,0
Tek kat surmenizde bile mukemmel sonuc..,0
begenmedim ya ben,0
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,0
Kullandığım en kötü rimel bu kadar yıldızı nasıl almış anlamadım,0
merhaba Ürün kupkuru geldi bugun kullanmak için açtığımda geri iade yapacağım,0
ürünü aldım teslim edildi diyor ama ürün bana ulaşmadı,0
Ürünün orjınallıgı konusunda emın olamadım pek begenemedım,0
Sahte ürün,0
Gözlerimde alerji yaptı aynı üründen kardeşimde de var yoğun kaşıntı kızarma yapıyor sakın almayın,0
Nedense çok yapış yapış yaptı kirpiklerimi ve kirpiklerimin kendi hali uzun olduğu halde çok kötü durdu kirpiklerim,0
Aldıktan sonra 283 tlye düşmesi kötü oldu.. ürünü de beğenmedim kirpiklerimi yapış yapış yapıyor,0
Bana alerji yapıyor maalesef,0
Orijinal olamaz,0
Ürün koruma bandı olmayan açılmış ürün göndermişler 👎🏼👎🏼 orjinal loreal satıcısından almama rağmen.. pişman oldum sakın almayın,0
"Çok zor çıkıyor, temizlerken kirpiklerimin döküldüğünü görüyorum. Memnun kalmadım",0
Asla almayın kirpiklere yapışıyor çıkarırken dökülüyor resmen kirğikler,0
Ben profesyonel makyaj uzmanı olarak söylüyorum abartıldığı kadar hiç degıl hatta çok kötü diyebilirim kirpiklerim birleşti ve rimeli silerken dökülme oldu memnun kalmadım bu fıyata çok daha güzel rimeller var,0
Daha önce almıştım burdan çok beğenerek tekrar aldım bandı açık geldi ve orjinalıyle alakası yok. Umarım iadeyi kabul ederler . Yakışmadı loreal!,0
Bu benim ilk telescopic maskaramdı daha sonra watsonstan da elimdeki henüz bitmeden tekrar aldım ve buradan aldığımın sahte olduğunu fark ettim üzücüydü.,0
çok yapış yapış yapıyor,0
ben beğenemedim nedense daha güzel maskaralar var birdaha almam...,0
o kadar insan nasil beğendi anlamiyorm bimden aldiğim maskara bile daha güzel hacim veriyo,0
Çok yapışıyor kirpiklere,0
orjinalliginden şüphe ediyorum,0
Övüldüğü kadar asla değil kaç kat sürülse bile Kirpiklere asla hacim vermiyor Pazardan alınan 20 30 liralık mascaralardan farkı yok,0
Çok çabuk kurudu,0
Asla orjinal ürün değil almayın ben daha önce bu ürünü çok kez kullandım o yüzden biliyorum bir daha asla almam plastiği fırçası o kadar basit duruyor ki,0
kirpikleri çok güzel uzatıyor,0
ürün gelmedi,0
sahte ürün sürdüğüm daka hepsi aktı bile elimi yuzume degdirince yüzüm simsiyah oldu gerçek sanmıştım,0
Pakete hediye bile koymamışsınız bi de teşekkür edelim diye kart mı koyuyorsunuz,0
Paket açık geldi,0
Ürün elime ulaşmadığı halde para verdim ve asla ulaşmadığını ispatlayamadım helal etmiyorum ….,0
orijinal değil fırçasından anlaşılıyor,0
yorumlarım reddediliyor almasanız da olur arkadaslar daha uygun fiyatlı ürünler var ayrıca paketlemesi çok kötüydü,0
gerçekten iyi ne kadar gider bilmiyorum ama,0
Bence hiç iyi değil,0
çox pis idi quru idi içi,0
"E loreal ben kaşım, gözüm, kirpiklerim, cildim zarar görmesin diye sanagüvenip senden ürün alıyorum bu rimel benim kirpiklerimin dökülmesinesebep oluyor oldu mu bu şimdi? Kendisinden almış olmasam kesinliklesahte ürün derdim...",0
Bu ürün gözde alerji yapıyor,0
ben bu kadar kötü beklemiyordum şans vermek istedim pişmanlık o kadar övüyorlardı 0 gerçekten paraya yazık,0
ambalajsız geldi ?,0
Loreal Paris den indirimde zannedip sakın ürün almayın hepsi yalan kendi fiyatları daha uygun aslında,0
Hic begenmedim tek tek ayirma ozelligi sifir tamamen kirpiklerim birlesiyor,0
Merhabalar ürün fake,0
Mikanın önerisi ile aldım çok yoğun ve yapış yapış yapıyor beğenmedim,0
Keşke paketi açılmamış kullanılmammış ürün gönderebilme nezaketinde bulunsaydınız..,0
diğer ürünlerim sağlam geldi paketleme güzeldi yanlız rimel açılmış koruması yoktu ve küçük bant vardı oda açılıp yapıştırılmış kargo ise ben evdeyken zile basmadan kapıya bırakıyor köpeğim havladı ve msj geldi yakınına teslim edildi diye kapıyı açtım kargomu kapıya bırakmışlar,0
sahte ürün göndermişsiniz inanmıyorum,0
Sahte ürün yollamaya nasıl içiniz el veriyor yazık gerçekten orijinaliyle uzaktan yakından alakası yok,0
3 parça ürün almıştım diğer ürünler gelmiş ama bu ürünü koymamışlar,0
"ürün çakma, sakən almayın. gözleri yakıyor. topaklanıyor kiprikte, param boşuna gitti sakın almayln",0
Orijinal urun degil cox meyus oldum,0
bana qcik geldi kötü,0
sanki çakma gibi valla o kadar para verdim performans kötü üzgünüm,0
abartıldığını düşünüyorum,0
Denemek için aldım bwğenmedim,0
beğenmedim kirpiklerimi cok yapış yapış gösteriyor,0
Kesinlikle akıyor arkadaşlar akmıyor diyenlere kesinlikle inanmayın ben hiç memnun kalmadım,0
Kargo çok gecikdi ve ürün akıyo,0
Yeni teslim aldım.İnce ince tarıyor sadece.,0
Kirpikleri inanılmazdı birbirine yapıştırıyor orjinalliğinden şüpheliyim,0
Orijinal olmayan ürün göndermişsiniz oysaki L'Oreal'in kendi satıcısından almıştım,0
bır yıldız bıle degıl pahalı olmasına rağmen çok begenemedım fırcası falan hıc güzl degıl,0
tek bir yıldızı bile hak etmiyor ÜRÜN ORİJİNAL DEĞİL orijinaliyle karşılaştırdım tamamen farklı kokusu yapısı duruşu tamamen farklı çok ıslak asla kurumuyor 100 lira fazla verip mağazadan alın,0
Açık etiketli ürün geldi.,0
siyah tonu griye kaçıyor pek begenemedim,0
Çok önceden almıştım bebek katillerini kazandırmamak için artık almıyorum sizden de aynı hassasiyeti beklerim,0
Fırça kılları yok kadar minik. Bu da tüm rimeli kirpiklerinize boca ediyor. Tel tel ayrı durmak yerine tüm kirpikleriniz topak topak oluyor ve kurudukça dökülmeye başlıyor yüzünüz hep siyah siyah rimel taneleri oluyor. Kullandığım en kötü rimel. Daha ucuza doğal duran ve sabit rimeller var.,0
"2 ürün sipariş ettim Bi tanesi açılmış geldi üzerinde barkodu bile yok Bi de orijinal saticidan aliyorum ve ürünün orijinal olup olmadigindan bile emin değilim büyük hayal kırıklığı, hiç almayin",0
sahte ürün yolladılar,0
boykot ürün almayın Alternatif yerli markalara yönelin,0
açılmış akmış ürün gönderdiler iademi de kabul etmediler. 1 yıldız bile çok.,0
"Berbad bir mehsuldu, yapışdırır kirpikləri. Strukturu da çox pisdir!!!",0
Fırçası orjinaliyle aynı değil,0
Ben aldıktan sonra bu fiyat düşüşü nedir ya ayrıca kurumadığı için göz kapağına bulaşıyor hiç memnun değilim,0
Açık ambalajsız gönderildi,0
Bu satıcıdan kesinlikle almayın sağdaki sahte soldaki orijinal olan barkodunu bile aynı basmışlar,0
sürekli bu maskaradan aliyorum. İlk kez topaklanma sorunu yaşadım. umarım sahte değildir.,0
"Ürün gerçekten harika bir ürün. Fakat boykot olduğu için artık kullanmayacağım bir ürün. Kirpiklerimin güzel duruşu F**listinde yaşam hakkı tanınmayan çocuklardan asla değerli olamaz. Yerdeki taşı kenara itmesi bile bir sevapsa insanın ben de en azından tepkimi bir şekilde göstermek istiyorum. Umarım bir gün barışın, yaşamanın herkes için güzel old",0
Paketlenme son derece ozensiz..bu kadar beklemiyordum.,0
Her gün bu kadar kirpriğim dökülüyor verdiğim paraya yazık,0
Pul pul dökülüyor akıyor göz altın hep siyah oluyor alınmaz,0
kullanılmış ürün gonderildi,0
yetersiz ayrıca hemen akma yapıyor.,0
Bilerek Loreal’den aldım buna rağmen açık ambalaj gönderiyorsunuz. Yapılan hiç etik değil.,0
Ürün açılmış ve bitmiş sakın almayın,0
Önceden kullandığım bir rimeldi son aldığım kirpiklerimden çıkmıyor yapış yapış oluyor çabuk kurudu ya çöp,0
Sahte arkadaşlar almayın,0
kirpigimi hiç kıvırmadı dümdüz bir etkisi yok ki sadece boyadı kirpigimi,0
Ürün koruma ambalajı olmadan geldi. İade.,0
kötü ben beğenmedim çok sıvı,0
urun hasarli geldi acilmisti,0
HİÇ BİR ŞEKİLDE BEĞENMEDİK KALDIRMIYOR HACİM VS HİÇ Bİ ŞEY YAPMIYOR BOŞUNA ABARTLIYOR NET.,0
Hiç beğenmedim sıvı çok löp löp kalıyor,0
Bozdular artık ya,0
su gibi kirpiklerim igrenc duruyor surduğumde bütün kirpiklerimi birleştiriyor,0
Korkak Paris adı üstünde Paris Fransa ürünü diye aldım boykot ürünü çıktı.,0
Ürün ağızı açık geldi kutusu bile yok doldurma bi ürün orijinal değil,0
İçi boş gibi çok az ürün var içinde. İadeye üşendim,0
Orijinal değil çok farklı maskaranın içeriğinden tutun başına kadar sahte,0
Orijinal olduğunu düşünmüyorum. Mağazasından aldığım uzunluk hacim verirken bu topaklanıyor,0
normalde cok severek telescopic kullanirdim ama bu en son aldigim cok kotu cikti bozmuslar iyice artik,0
fazla beğenmedim çabuk kurudu,0
Bir yıldız çünkü ağlayınca akıyor 😔,0
Yorumu tekrar tekrar atıyorum bana geri dönül yapılsın sahte ürün satılmış bana ben bunu mayıs ayından be kullanıyorum yeni fark ediyorum biz bunlara para ödüyoruz,0
ürün sahteeee😶‍🌫️😶‍🌫️,0
Kesinlikle ürün orijinal değildir inanıp almayın yazık yani,0
saat baya hos,0
Men bukjamy almadym,0
tamamenn abartı arkadaslar hiçbir sekılde hacim vermiyor kirpikleri yapıştırıyor,0
Ağlar ağlamaz saniyesinde aktı kızlar🥲,0
Urunum nerde,0
Beklediğim performans yok maalesef,0
O kadar övmenize değdi mi he?,0
İsmini çok duyduğum için alafım ama ben pek beğenemedim,0
ürünü ilk defa beğenmedim tavsiye etmem,0
Kötüydü iade yaptım,0
önce herşey güzeldi uzatıyordu zaman geçtikçe anladım kirpiklerimi döktü,0
Açık geldi,0
Gok Kötü Gokkkk,0
çok büyük ümitlerle almıştım kirpik döküyo derlerdi inanmazdim ama döktü ve temizlemesi de zor,0
"Kirpikleri uzatıyor gibi göstermede başarılı ama çok sulu, birbirine yapıştırıyor ve dağılıyor. Buna para verilmez, aşırı şişirilmiş kötü maskara.",0
çakma almayin,0
Uzatmağı pis deyil əlada demərəm amma kirpikləri yapışdırır fırçası o qədər yüngüldür kiii heç bəyənmədim,0
ürünün kutusunu eşim açmış. ama şeffaf bandını açmamış olmasına rağmen açılmış gibi.,0
başta çok seviyordum popüler diye almıştım ama kırklareli çok yapışıyor kirpiklerim koptu asla böyle bir sonuç beklemiyordum çok üzüldüm,0
Kirpiğiniz kısaysa almayın. Kıvırma özelliği yok ancak kıvrık ve uzunsa güzel renk veriyor ama kısa kirpikliler için ideal değil.,0
Sadece ben beğenmiyorum herhalde çok yapış yapış,0
pek beyenemedim. topak topak kalıyor kipriklerde,0
Alerji yapti resmen,0
Her zaman kullandigim urunu yine resmi saticisi olan Loreal( saldos ) cosmetic uzeridnen satin aldim. Urunun kesinlikle yapisi degistirilmis ya da bozulmus cunku asla cikartamiyorum ne yag bazli ne su bazli temizleyiciyle cikmiyor obek obek parca parca cikiyo,0
Kirpik döküyor,0
yorumumu guncelledim çünkü daima kullandığım maskara gibi değil topak topak yapiyor orjinal asla değil,0
Beyenmedim. O kadar nasil sevildi anlamiyorum.,0
Trendyol express bu şekilde mi getiriyor kargoları? paramparça kutu,0
i h iste idare eder,0
3.kullanışıl gözlerim o kadar acıyor ağrıyor ki anlatamam çok kötü oldu sabahları açamıyorum sürekli kırmızı içi,0
TRENT YOL İLETİŞİM SIFIR,0
ürünün etiketi acilmisti.,0
Kesinlikle artık almayacağım bir ürün,0
yeni geldi henüz denemedim umarım iyidir,0
"Sürekli övgü alan bir ürün olduğunu görünce denemek istedim ama hiç beğenmedim. Kıvırmıyor, uzatmıyor, hacim yok. Topaklanıyor, dökülüyor, akıyor. Ki benim kirpiklerim çabuk şekil alan ve herkesin gerçek kirpik mi diye her seferinde sorduğu kirpiklerden. Maybelline Skyhigh kullanmaya devam.",0
Kesinlikle kirpikleri kaldırmıyor,0
Cokk uzatıyor👍 Güncelliyorum Gün içerisinde kuruyor ve dökülüyor çok kötü bir görüntü oluşturuyor. Sinir oldum gerçekten,0
ehh işte normal bir maskara,0
sipariş etdim ama gelmedi. endirimdeyken etmişdim ve bana sadece endirim fıyatını geri ödediler. Azerbaycana sipariş etmişdim. neden gelmediiii,0
Koruma bandı açık geldi kullanılmış mu kullanılmamış mı bilemem çok can sıkıcı,0
Çakma olabilir,0
Sahte urun bikere yapış yapış olmasından anlamaliydim,0
"beğenmedim, abartı",0
Tamamen fenomen kabartması beaulis maskara bile daha güzel,0
Ürün sahte orjinalıyla alakası yok,0
Rimel açılmış biçimde geldi. Ambalajıyla kapalı gelmemesi içime sinmedi.,0
etiketsiz açılmış ürün,0
ZEY ALACAK AMA YİNEDE TOPAK TOPAK YAPİYOR,0
Saç spreyi ve bu rimeli sipariş ettim . Rimel gönderilmemiş.,0
boykot ürün,0
"Məhsulu indi götürdüm karqodan , açıq və qurumuş formadadır, belə hörmətsizlik, məsuliyyətsizlik etməyin!",0
efsane bişi çok rahat ben aldım bize gelen misafirler hep sordu onlarda aldı teyzelerim de aldı alın aldırın çok güzel...,1
annem için aldım çok memnun çekim gücü harika,1
Harika geldi paketlemesi çok güzel teşekkür ederim satıcıya,1
coook beyendim 6 tane aldık arkaşlarla aile içinde 5 tana aldik tabiki ben 2 tane aldım cooook iyi yıllardır kullandığım üründü stok yapılacak ürün yedek malzeme imkanı var süper yani,1
Çok kaliteli bir ürün. Bir adet evde vardı birde karavan için aldık,1
çok pratik ve güzel çekimi annem için aldım kendimede alıcam en kısa zamanda 😊,1
urun çok güzel çok memnun kaldım herkese tavsiye ederim paketlemesi gayet iyi,1
ürünü daha öncede kullandım eli yormuyor kullanışlı günlük süpürmeler için kurtarıcı bir makina cekim gücü iyi benim icin yeterli fiyat persormans ürünü tesekkürler,1
Harikaydı paketlemesi çekimi fiyatına göre en iyisiiii,1
Bu ürünü aldım çok güzel ve çok güzel çekim gücü var herkese tavsiye ederim bayıldım resmen🥰🥰🥰🥰,1
kendime aldım çok memnun kaldım bir de anneme aldim,1
sağlam geldi güzel paketlenmiş ürün zaten bildiğimiz gibi harika elim kolum oldu hemen cok kolay süpürür iki küçük çocuk var onlar döküyor fantom hemen hallediyo😄kötü yanı ses ve arkasından hava vermesi o da zaten parasına göre cok normal benim için ürün harika,1
paketleme çok güzel geldi çekim gücü harika,1
"Kendi kutusunda sağlam şekilde geldi. Ürün çok pratik ve çekim gücü epey iyi, ben beğendim.",1
çok güzel çok memnunum fiyatına göre mükemmel bir ürün alın aldırın,1
boyutuna ve fiyatına göre çekim gücü çok iyi. haznesi de o kadar küçük sayılmaz. annem de ben de görüp beğenince evine aldı. tavsiye ederim.,1
pişman etmedi. Harika temizliyor f/p ürünü övgüyü hak ediyor. emeği geçen herkese çok teşekkürler.,1
Ürünü burdaki yorumlara bakarak aldım. gerçekten çekim gücü çok iyi hafif ve pratik bir ürün. ben beğendim. ihtiyacı olanlar hiç düşünmeden alabilir. Ayrıca fiyatıda gayet makul.,1
Annem için aldım çok kullanışlı hafif ve çekimi çok iyi,1
elektrik süpürgesi 1numara hepsınden denedım vve sonuc bunu beğendim iyiki varsın 🤗 evımızı temuzlığı mükemmel oluyor,1
Daha önceden kullanıyordum zaten bunu da hediye aldım çekiş gücü gerçekten çok iyi,1
Ürün çok güzel kesinlikle tavsiye ederim.,1
çok güzel geldi çok severek kullanıyorum teşekkürler,1
çok güzel annem için aldım çok beğendi,1
ürün güzel geldi ve gayet temiz ve kaliteli bir şekilde alıyor teşekkür ederiz,1
Hem anneme hem de kendime aldım. Çekiş gücü çok iyi gönül rahatlığıyla alabilirsiniz.,1
Annemede almıştık şimdide kız kardeşim için aldık gerçekten çok pratik ve güzel ayrıca hafif.,1
çok güzel bir ürün Herkese tavsiye ederim,1
Gayet güzel bir ürün aldıktan sonra 2 yakınıma daha aldım,1
guzel kullanisli bir urun,1
çok beğendim çok teşekkür ederim,1
Çekim gücü gerçekten başarılı tam bir fiyat performans ürünü tavsiye ederim.,1
emiş gücü yüksek rengi güzel öğrenci evine aldım çok çok memnunum,1
Tavsiye üzerine aldım dedikleri kadar varmıs.çekim gücü çok iyi.kargolamasida çok iyiydi.hasarsiz teslim aldım,1
Alın aldırın diyecek bir şey bulamıyorum mükkemel kargo teslimat paketleme efsane elllerine emeğinize sağlık teşekkür ediyorum,1
Çok kaliteli bir ürün tavsiye ederim,1
hemen denedim fevkalade işleriniz rast gitsin,1
Mükemmel harika ötesi kesinlikle tavsiye ediyorum,1
kendi evim için almıştım gayet güzel bir ürünü fiyatı da uygun,1
"Ürün gerçekten çok güzel,çekim gücü çok yüksek bütün pisliği kolayca temizliyor.Tesekkurler",1
Hediye aldık tam fp ürünü,1
Üründen aşırı memnunum kendim aldıktan sonra tüm sülaleye sipariş verdim,1
ürün güzel ve kaliteli çıktı uzun süredir kullaniyoruz,1
bin yıldız olsa bin yıldız verirdim Allah razı olsun emeği geçen herkesten halıyı kaldiriyor çekim gücü mukemmmmmeeeellll fp ürünü temizligi sadece bununla yapıyoruz büyük supurgelere zahmete gerek yok,1
Anne me aldım çok güzel teşekkürler,1
Çok iyi çekiyor hayat kurtarıyor bu fiyata bedava nerdeyse👍,1
Çeyizim için aldım beğendim,1
gorundugu gibi geldi çok begendik birde çok pratik temizligi,1
çok başarılı. satıcıya teşekkür ederim,1
anneme hediye olarak aldım çok beğendi çekim gücü mükemmel,1
Bu fiyata performans çok iyi . Günlük kullanım için çok rahat tavsiye ederim,1
çok kaliteli teşekkür ediyorum,1
gece sipariş verdim bir gün sonra elime ulaştı çok güzel çekiyor gerçekten fiyat performans ürünü,1
alın aldırın çok güzel paketlenmesi çok güzeldi,1
